komentar,rating,date,nama_bank,channel,sentimen,text_clean,text_preprocessed
"Diminta update sudah di update, giliran pas verifikasi wajah malah gagal terus, maunya bagaimana coba? Bukannya mempermudah malah sebaliknya.. Tolonglah, nasabah juga punya kesibukan lain.",1,2021-12-14 2:49:50,Livin,Playstore,negatif,diminta update sudah di update giliran pas verifikasi wajah malah gagal terus maunya bagaimana coba bukannya mempermudah malah sebaliknya tolonglah nasabah juga punya kesibukan lain,"['update', 'update', 'gilir', 'verifikasi', 'wajah', 'gagal', 'mau', 'coba', 'mudah', 'tolong', 'nasabah', 'sibuk']"
Suka,2,2021-11-23 12:42:55,Seabank,Playstore,positif,suka,['suka']
"Apk ringan,, mudah transaksi, tanpa biaya admin,,keren",5,2022-02-17 17:42:09,Seabank,Playstore,positif,apk ringan mudah transaksi tanpa biaya adminkeren,"['ringan', 'mudah', 'transaksi', 'biaya', 'adminkeren']"
"Ingin ku rasanya membanting hp, otp dimasukan selalu gagal dengan keterangan terjadi kesalahan",3,2020-08-20 16:59:51,Jenius,Playstore,negatif,ingin ku rasanya membanting hp otp dimasukan selalu gagal dengan keterangan terjadi kesalahan,"['ku', 'banting', 'hp', 'otp', 'masuk', 'gagal', 'terang', 'salah']"
"knp transfer ke bank lain tidak boleh kurang dari 10 jta,tolong hapus data2 saya jika ada yg menyalah gunakan data saya,dan saya tidak akan bertanggung jawab",2,2021-11-17 4:00:38,Neocommerce,Playstore,negatif,knp transfer ke bank lain tidak boleh kurang dari  jtatolong hapus data saya jika ada yg menyalah gunakan data sayadan saya tidak akan bertanggung jawab,"['knp', 'transfer', 'jtatolong', 'hapus', 'data', 'salah', 'data', 'sayadan', 'tanggung']"
"Aplikasi Yang Amazing Aplikasi yang sangat membantu
Keren banget
Dan gampang di gunakan",5,2021-08-19 11:37:50,Jenius,Appstore,positif,aplikasi yang amazing aplikasi yang sangat membantu keren banget dan gampang di gunakan,"['amazing', 'bantu', 'keren', 'gampang']"
"Aplikasi bobrok,sering gangguan. BUMN kok mau kerjasama dengan yang beginian,bikin malu saja. Terlebih lagi developer,kalau belum siap jadi publisher aplikasi yang stabil tolong dibenahi dulu bugs aplikasinya sebelum dipublish l.. kalau bisa kasih rating 0 bintang,saya kasih 0 (nol),menyusahkan saja ini livin aplikasi bobrok",1,2022-02-25 3:29:03,Livin,Playstore,negatif,aplikasi bobroksering gangguan bumn kok mau kerjasama dengan yang beginianbikin malu saja terlebih lagi developerkalau belum siap jadi publisher aplikasi yang stabil tolong dibenahi dulu bugs aplikasinya sebelum dipublish l kalau bisa kasih rating  bintangsaya kasih  nolmenyusahkan saja ini livin aplikasi bobrok,"['bobroksering', 'ganggu', 'bumn', 'kerjasama', 'beginianbikin', 'malu', 'developerkalau', 'publisher', 'stabil', 'tolong', 'benah', 'bugs', 'aplikasi', 'dipublish', 'l', 'kasih', 'rating', 'bintangsaya', 'kasih', 'nolmenyusahkan', 'bobrok']"
Aplikasi dengan proses aktivasi mudah. Banyak fitur e wallet memudahkan pengguna untuk menabung dengan aman. Sehingga dapat menjalankan transaksi online secara aman.,5,2021-07-06 10:06:28,Jenius,Playstore,positif,aplikasi dengan proses aktivasi mudah banyak fitur e wallet memudahkan pengguna untuk menabung dengan aman sehingga dapat menjalankan transaksi online secara aman,"['proses', 'aktivasi', 'mudah', 'fitur', 'e', 'wallet', 'mudah', 'guna', 'tabung', 'aman', 'jalan', 'transaksi', 'online', 'aman']"
Amin moga yang diatas merestui,5,2022-01-27 13:38:06,Neocommerce,Playstore,netral,amin moga yang diatas merestui,"['amin', 'moga', 'atas', 'restu']"
"Saya tidak bisa login ke akun, apakah ini scam",1,2021-06-28 1:39:39,Neocommerce,Playstore,negatif,saya tidak bisa login ke akun apakah ini scam,"['login', 'akun', 'scam']"
Ajib dah,5,2021-10-14 18:33:48,Neocommerce,Playstore,positif,ajib dah,"['ajib', 'dah']"
"Kirain gratis transfer beneran ternyata gratis cuma sesama bank raya doank, bank lain tetep kena 6.500",1,2022-02-13 8:30:32,Raya,Playstore,negatif,kirain gratis transfer beneran ternyata gratis cuma sesama bank raya doank bank lain tetep kena,"['kirain', 'gratis', 'transfer', 'beneran', 'gratis', 'doank', 'tetep', 'kena']"
"aplikasi keuangan yang keren banget diindonesia, gampang regisnya nabung kaya main game",5,2021-12-14 10:24:19,TMRW,Playstore,positif,aplikasi keuangan yang keren banget diindonesia gampang regisnya nabung kaya main game,"['uang', 'keren', 'indonesia', 'gampang', 'regisnya', 'nabung', 'kaya', 'main', 'game']"
Suck,1,2019-11-01 15:35:24,Jenius,Playstore,negatif,suck,['suck']
"Bank masa depan, BNC memang top.",5,2022-01-14 9:20:34,Neocommerce,Playstore,positif,bank masa depan bnc memang top,"['bnc', 'top']"
Masukkan Kode refferal : WPQKM2 anda dapat 25k,5,2021-11-30 19:36:57,Neocommerce,Playstore,netral,masukkan kode refferal  wpqkm anda dapat k,"['masuk', 'kode', 'refferal', 'wpqkm', 'k']"
Hahaha dpet pulsa 50!! Dengan memasuk kan kode castaq $igun89 di akhir pendaftaran dpat 50 ribu 😄😄😄,5,2017-01-02 8:25:27,Jenius,Playstore,netral,hahaha dpet pulsa  dengan memasuk kan kode castaq igun di akhir pendaftaran dpat  ribu 😄😄😄,"['hahaha', 'dpet', 'pulsa', 'masuk', 'kode', 'castaq', 'igun', 'daftar', 'dpat', 'ribu', '']"
Solusi perbankan jaman now Ga perlu ribet kekantor untuk buka rekening dqn bisa menggantikan kartu kredit untuk transaksi online. Keren 👍🏻,5,2021-07-18 6:35:32,Jenius,Appstore,positif,solusi perbankan jaman now ga perlu ribet kekantor untuk buka rekening dqn bisa menggantikan kartu kredit untuk transaksi online keren 👍🏻,"['solusi', 'perban', 'jaman', 'now', 'ga', 'ribet', 'kantor', 'buka', 'rekening', 'dqn', 'ganti', 'kartu', 'kredit', 'transaksi', 'online', 'keren', '']"
Ini knapa pas verifikasi wajah ko gagal terus ya ?,3,2021-12-21 8:58:00,Livin,Playstore,negatif,ini knapa pas verifikasi wajah ko gagal terus ya,"['knapa', 'verifikasi', 'wajah', 'ko', 'gagal']"
Aplikasi perbankan yang sangat mudah digunakan dan dipahami,5,2021-10-05 11:17:20,Jenius,Playstore,positif,aplikasi perbankan yang sangat mudah digunakan dan dipahami,"['perban', 'mudah', 'paham']"
Apk nya makin aneh..udah di update eh pas login gak bisa bilangnya akun tidak ditemukan..jagan cmn menguntungkan diri sendiri dong...ngabisin banyak kuota tapi gak bertanggung jawab😏😏😏,1,2021-07-05 22:36:04,Neocommerce,Playstore,negatif,apk nya makin anehudah di update eh pas login gak bisa bilangnya akun tidak ditemukanjagan cmn menguntungkan diri sendiri dongngabisin banyak kuota tapi gak bertanggung jawab😏😏😏,"['anehudah', 'update', 'eh', 'login', 'gak', 'bilang', 'akun', 'ditemukanjagan', 'cmn', 'untung', 'dongngabisin', 'kuota', 'gak', 'tanggung', 'jawab']"
jenius sangat membantu sy dlm hal transfer dan ambil uang,5,2019-05-29 16:01:27,Jenius,Playstore,positif,jenius sangat membantu sy dlm hal transfer dan ambil uang,"['bantu', 'dlm', 'transfer', 'ambil', 'uang']"
"Thank u bank mandiri, semua urusan transaksi jadi lebih mudah!",5,2021-10-06 23:39:42,Livin,Playstore,positif,thank u bank mandiri semua urusan transaksi jadi lebih mudah,"['thank', 'u', 'urus', 'transaksi', 'mudah']"
Buka saja rekening baru di Jenius dapat menggunakan aplikasi dan panggilan video untuk aktivasi. Yang membuatnya sangat mudah bagi orang yang sibuk bekerja,5,2020-10-21 4:14:53,Jenius,Playstore,positif,buka saja rekening baru di jenius dapat menggunakan aplikasi dan panggilan video untuk aktivasi yang membuatnya sangat mudah bagi orang yang sibuk bekerja,"['buka', 'rekening', 'panggil', 'video', 'aktivasi', 'buat', 'mudah', 'orang', 'sibuk']"
Baru di upgrade malah di suruh upgrade lagi -_-,1,2021-12-29 10:47:54,Livin,Playstore,negatif,baru di upgrade malah di suruh upgrade lagi,"['upgrade', 'suruh', 'upgrade']"
Ini baru namanya aplikasi membantu umat. Dan membantu untuk bisnis. 100% untung dan . Sistemnya sangat canggih. Uang cpet masuk. Smoga jaya trus saya dukung sepenuhnya.,5,2021-08-24 11:06:44,Neocommerce,Playstore,positif,ini baru namanya aplikasi membantu umat dan membantu untuk bisnis  untung dan  sistemnya sangat canggih uang cpet masuk smoga jaya trus saya dukung sepenuhnya,"['nama', 'bantu', 'umat', 'bantu', 'bisnis', 'untung', 'sistem', 'canggih', 'uang', 'cpet', 'masuk', 'smoga', 'jaya', 'trus', 'dukung', 'sepenuh']"
Pelayanan cepat 👍,5,2020-08-24 9:51:48,Digibank,Playstore,positif,pelayanan cepat 👍,"['layan', 'cepat', '']"
semua kebutuhan Sangat mudah dan sangat bermanfaat,5,2022-01-20 17:28:03,Neocommerce,Playstore,positif,semua kebutuhan sangat mudah dan sangat bermanfaat,"['butuh', 'mudah', 'manfaat']"
Ini kenapa ya kok mau transaksi belum bisa terhubung mulu sih,1,2022-02-25 2:47:58,Livin,Playstore,negatif,ini kenapa ya kok mau transaksi belum bisa terhubung mulu sih,"['transaksi', 'hubung', 'mulu']"
"Tidak bisa login , ada tulisan tutup aplikasi, kenapa ini admin?",1,2022-01-01 8:16:54,Livin,Playstore,negatif,tidak bisa login  ada tulisan tutup aplikasi kenapa ini admin,"['login', 'tulis', 'tutup', 'admin']"
9UAW22 minta bantuan nya👌,4,2021-07-08 2:37:32,Neocommerce,Playstore,netral,uaw minta bantuan nya👌,"['uaw', 'bantu', 'nya']"
"Walau hari minggu, respon komplain cepat. Komplain langsung terselesaikan dan saya akhirnya bisa membuat akun. Aktivasi gampang kurang dari 30 menit. Mengambil info buat pakai visa-nya mudah. Salut dengan developer dan semoga terus berkembang.",5,2021-10-03 9:13:00,Jago,Playstore,positif,walau hari minggu respon komplain cepat komplain langsung terselesaikan dan saya akhirnya bisa membuat akun aktivasi gampang kurang dari  menit mengambil info buat pakai visanya mudah salut dengan developer dan semoga terus berkembang,"['minggu', 'respon', 'komplain', 'cepat', 'komplain', 'langsung', 'selesai', 'akun', 'aktivasi', 'gampang', 'menit', 'ambil', 'info', 'pakai', 'visa', 'mudah', 'salut', 'developer', 'moga', 'kembang']"
Setiap log in selalu waktu habis. Harus bagaimana ini?,1,2021-09-25 11:55:54,Jenius,Playstore,negatif,setiap log in selalu waktu habis harus bagaimana ini,"['log', 'in', 'habis']"
Menyenangkan,5,2021-12-22 1:39:07,Livin,Playstore,positif,menyenangkan,['senang']
Sebelumnya saya kasih bintang 2 dan untuk saat ini saya kasih bintang 5 ini menunjukkan bahwasanya saya memang betul-betul berharap terhadap admin aplikasi agar memberikan yang terbaik dan tidak merebutkan terhadap nasabah contoh sederhananya ketika mau masuk sekarang sudah minta verifikasi wajah mau transfer minta kode OTP sedangkan banyak teman-teman yang saya undang untuk menjadi nasabah dan Nomornya tidak bersifat selamanya sehingga banyak nomor yang sudah tidak aktif namun rekeningnya tetap,5,2021-07-23 12:21:15,Neocommerce,Playstore,netral,sebelumnya saya kasih bintang  dan untuk saat ini saya kasih bintang  ini menunjukkan bahwasanya saya memang betulbetul berharap terhadap admin aplikasi agar memberikan yang terbaik dan tidak merebutkan terhadap nasabah contoh sederhananya ketika mau masuk sekarang sudah minta verifikasi wajah mau transfer minta kode otp sedangkan banyak temanteman yang saya undang untuk menjadi nasabah dan nomornya tidak bersifat selamanya sehingga banyak nomor yang sudah tidak aktif namun rekeningnya tetap,"['kasih', 'bintang', 'kasih', 'bintang', 'betulbetul', 'harap', 'admin', 'baik', 'rebut', 'nasabah', 'contoh', 'sederhana', 'masuk', 'verifikasi', 'wajah', 'transfer', 'kode', 'otp', 'temanteman', 'undang', 'nasabah', 'nomor', 'sifat', 'nomor', 'aktif', 'rekening']"
"Ribet, setiap transaksi selalu minta update.",1,2021-11-24 3:37:13,Livin,Playstore,negatif,ribet setiap transaksi selalu minta update,"['ribet', 'transaksi', 'update']"
Sangat membantu,5,2022-01-01 1:15:33,Livin,Playstore,positif,sangat membantu,['bantu']
"Halo jenius, saya sangat kecewa. Kenapa flexi cash saya tidak bisa ditarik, dan plafondnya pun jadi turun.",5,2020-04-03 0:21:15,Jenius,Playstore,negatif,halo jenius saya sangat kecewa kenapa flexi cash saya tidak bisa ditarik dan plafondnya pun jadi turun,"['halo', 'kecewa', 'flexi', 'cash', 'tarik', 'plafondnya', 'turun']"
Gas pol,3,2021-11-22 4:01:54,Neocommerce,Playstore,positif,gas pol,"['gas', 'pol']"
"Plikasih gk jelas ,udh kirim SMS malah gk brasil brasil ngabisin pulsa doang",1,2021-11-09 13:21:57,Livin,Playstore,negatif,plikasih gk jelas udh kirim sms malah gk brasil brasil ngabisin pulsa doang,"['plikasih', 'gk', 'kirim', 'sms', 'gk', 'brasil', 'brasil', 'ngabisin', 'pulsa', 'doang']"
Penyimpanan uang digital mempermudah banget sih buat nyimpan uang. cara pakai aplikasi nya juga gampang tidak ribet. cocok banget buat yang gamau ribet nyimpen uang 👍🏻,5,2021-10-19 16:52:49,Jenius,Appstore,positif,penyimpanan uang digital mempermudah banget sih buat nyimpan uang cara pakai aplikasi nya juga gampang tidak ribet cocok banget buat yang gamau ribet nyimpen uang 👍🏻,"['simpan', 'uang', 'digital', 'mudah', 'nyimpan', 'uang', 'pakai', 'gampang', 'ribet', 'cocok', 'gamau', 'ribet', 'nyimpen', 'uang', '']"
"Penilaian aplikasi Aplikasi ini sangat membantu karena membuat aktivitas perbankan saya menjadi lebih mudah,  lebih efisien, dan sangat praktis. Top banget",5,2020-08-08 9:12:16,TMRW,Appstore,positif,penilaian aplikasi aplikasi ini sangat membantu karena membuat aktivitas perbankan saya menjadi lebih mudah  lebih efisien dan sangat praktis top banget,"['nilai', 'bantu', 'aktivitas', 'perban', 'mudah', 'efisien', 'praktis', 'top']"
Mudahan aplikasi ini membantu perekonomian saya,4,2021-10-24 1:58:33,Neocommerce,Playstore,positif,mudahan aplikasi ini membantu perekonomian saya,"['mudah', 'bantu', 'ekonomi']"
"Waktu daftar kan harus maasukkan otp yang dikirim lewat sms, nah saya sudah coba berkali-kali tetap tidak bisa (tidak ada sms masuk). Kalau kayak gitu kenapa ya? Mohon bantuannya🙏",1,2022-01-07 0:58:43,Neocommerce,Playstore,negatif,waktu daftar kan harus maasukkan otp yang dikirim lewat sms nah saya sudah coba berkalikali tetap tidak bisa tidak ada sms masuk kalau kayak gitu kenapa ya mohon bantuannya🙏,"['daftar', 'maasukkan', 'otp', 'kirim', 'sms', 'coba', 'berkalikali', 'sms', 'masuk', 'kayak', 'gitu', 'mohon', 'bantu']"
Baru kali ini top up pulsa lewat livin bank mandiri saldo terpotong 200rb.tapi pulsa tidak masuk.gagal.dulu pakai yang biru aman aman saja.smoga bisa kembali lg ya,2,2022-02-22 10:34:12,Livin,Playstore,negatif,baru kali ini top up pulsa lewat livin bank mandiri saldo terpotong rbtapi pulsa tidak masukgagaldulu pakai yang biru aman aman sajasmoga bisa kembali lg ya,"['kali', 'top', 'up', 'pulsa', 'saldo', 'potong', 'rbtapi', 'pulsa', 'masukgagaldulu', 'pakai', 'biru', 'aman', 'aman', 'sajasmoga', 'lg']"
"Kalo ada bintang tujuh sy kasih dech,mantulll👍👍👍",5,2021-10-13 7:06:32,Livin,Playstore,positif,kalo ada bintang tujuh sy kasih dechmantulll👍👍👍,"['bintang', 'tujuh', 'kasih', 'dechmantulll']"
Transfer ga di bs trus Aplikasi tai,1,2022-02-25 8:41:46,Livin,Appstore,negatif,transfer ga di bs trus aplikasi tai,"['transfer', 'ga', 'trus', 'tai']"
"Setelah gajian langsung cus banget nabung di TMRM tiap bulannya, buanganya 3.5% cuy cuan banget",5,2021-12-14 10:47:12,TMRW,Playstore,positif,setelah gajian langsung cus banget nabung di tmrm tiap bulannya buanganya  cuy cuan banget,"['gaji', 'langsung', 'cus', 'nabung', 'tmrm', 'bulan', 'buanganya', 'cuy', 'cuan']"
App parah bet.. Ga bisa buat transaksi cuma buat liat saldo doang.... Ulasan bagus di tanggepin ulasan jelek di liatin doang,1,2022-02-02 10:58:40,Livin,Playstore,negatif,app parah bet ga bisa buat transaksi cuma buat liat saldo doang ulasan bagus di tanggepin ulasan jelek di liatin doang,"['parah', 'bet', 'ga', 'transaksi', 'liat', 'saldo', 'doang', 'ulas', 'bagus', 'tanggepin', 'ulas', 'jelek', 'liatin', 'doang']"
DBS mantap,4,2019-11-11 23:39:31,Digibank,Playstore,positif,dbs mantap,['mantap']
saya sudah register aplikasi nya tp pas pengambilan foto KTP kq gak bisa ea,1,2020-07-10 11:58:41,Jenius,Playstore,negatif,saya sudah register aplikasi nya tp pas pengambilan foto ktp kq gak bisa ea,"['register', 'ambil', 'foto', 'ktp', 'kq', 'gak', 'ea']"
Ini aplikasi bisa menghasilkan uang coba sekarang pakek refferal ini : NRHNL2,5,2021-11-30 15:25:00,Neocommerce,Playstore,positif,ini aplikasi bisa menghasilkan uang coba sekarang pakek refferal ini  nrhnl,"['hasil', 'uang', 'coba', 'pakek', 'refferal', 'nrhnl']"
"Kak tolong dong saya kan mengaitkan rekening bnc ke apk ajaib, pas saya tarik saldo ga masuk masuk, nah setelah saya tanyakan ke pihak ajaib ternyata dari pihak ajaib dan bank permata nya sudah di transfer ke rekening bnc tapi ko gaada masuk tolong dong kak",1,2021-11-17 16:20:33,Neocommerce,Playstore,negatif,kak tolong dong saya kan mengaitkan rekening bnc ke apk ajaib pas saya tarik saldo ga masuk masuk nah setelah saya tanyakan ke pihak ajaib ternyata dari pihak ajaib dan bank permata nya sudah di transfer ke rekening bnc tapi ko gaada masuk tolong dong kak,"['kak', 'tolong', 'kait', 'rekening', 'bnc', 'ajaib', 'tarik', 'saldo', 'ga', 'masuk', 'masuk', 'ajaib', 'ajaib', 'permata', 'transfer', 'rekening', 'bnc', 'ko', 'gaada', 'masuk', 'tolong', 'kak']"
Aktivasinya mudah sangat rekomen buat bantu urus financial,5,2022-02-12 13:04:59,Jenius,Playstore,positif,aktivasinya mudah sangat rekomen buat bantu urus financial,"['aktivasinya', 'mudah', 'rekomen', 'bantu', 'urus', 'financial']"
waw apl ini sangat bagus dan bisa menabung sama mendapatkan uang apl nya sudah resmi di ojk trimakasih apl neo+ semoga lebih berkembang lagi untuk kedepan nya,5,2021-07-19 9:49:03,Neocommerce,Playstore,positif,waw apl ini sangat bagus dan bisa menabung sama mendapatkan uang apl nya sudah resmi di ojk trimakasih apl neo semoga lebih berkembang lagi untuk kedepan nya,"['waw', 'apl', 'bagus', 'tabung', 'uang', 'apl', 'resmi', 'ojk', 'trimakasih', 'apl', 'moga', 'kembang', 'depan']"
Bismillahirrahmanirrahim D8KDH2,5,2021-10-17 21:08:41,Neocommerce,Playstore,negatif,bismillahirrahmanirrahim dkdh,"['bismillahirrahmanirrahim', 'dkdh']"
Proses pembukaan rekening cepet Mudah juga untuk di pakai orang tua Terimaksih line bank . Good bintang 10,5,2021-08-22 13:38:25,LineBank,Playstore,positif,proses pembukaan rekening cepet mudah juga untuk di pakai orang tua terimaksih line bank  good bintang,"['proses', 'buka', 'rekening', 'cepet', 'mudah', 'pakai', 'orang', 'tua', 'terimaksih', 'line', 'good', 'bintang']"
"Review jenius Aplikasinya sangat bagus, tampilan yg sanagat menarik, dan aplikasinya sangat berguna berjalan lancar",5,2021-04-20 7:31:05,Jenius,Appstore,positif,review jenius aplikasinya sangat bagus tampilan yg sanagat menarik dan aplikasinya sangat berguna berjalan lancar,"['review', 'aplikasi', 'bagus', 'tampil', 'sanagat', 'tarik', 'aplikasi', 'guna', 'jalan', 'lancar']"
"Ini knapa ya tiba tiba gabisa login,padahal tidak melakukan kecurangan/hal aneh lainya,mohon untuk segera di perbaiki",1,2021-07-06 1:52:02,Neocommerce,Playstore,negatif,ini knapa ya tiba tiba gabisa loginpadahal tidak melakukan kecuranganhal aneh lainyamohon untuk segera di perbaiki,"['knapa', 'gabisa', 'loginpadahal', 'kecuranganhal', 'aneh', 'lainyamohon', 'baik']"
Thanks Jenius. Sangat memudah kan sy sebagai pekerja remote negara luar,5,2017-11-16 6:22:42,Jenius,Playstore,positif,thanks jenius sangat memudah kan sy sebagai pekerja remote negara luar,"['thanks', 'mudah', 'kerja', 'remote', 'negara']"
"Kok gak bisa login ya abis abdet, tolong dong info nya 🙏padahal suka banget pake neo+ tapi kok pas abdet malah gak bisa login 😔",1,2021-07-11 11:19:49,Neocommerce,Playstore,negatif,kok gak bisa login ya abis abdet tolong dong info nya 🙏padahal suka banget pake neo tapi kok pas abdet malah gak bisa login 😔,"['gak', 'login', 'abis', 'abdet', 'tolong', 'info', 'padahal', 'suka', 'pake', 'abdet', 'gak', 'login', '']"
"Aplikasi yg bisa membantu walaupun sedikit tapi kalo dikalikan jadi alhamdulillah, terimakasih neo+",5,2021-07-10 5:42:05,Neocommerce,Playstore,positif,aplikasi yg bisa membantu walaupun sedikit tapi kalo dikalikan jadi alhamdulillah terimakasih neo,"['bantu', 'kali', 'alhamdulillah', 'terimakasih']"
Susah update,5,2021-11-19 16:56:32,Livin,Playstore,negatif,susah update,"['susah', 'update']"
